,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
24,0.0,48.0,63248.45,58.96026,162.497,5655.286153,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
25,1.0,63.0,120650.1,49.50734,217.4702,4445.416771,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
26,3.0,25.0,48360.48,7.848542,265.147,1478.745798,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,0.0,77.0,78080.83,66.07472,217.4725,5819.356258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
28,1.0,58.0,65768.17,69.74686,242.6106,6751.757527,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
29,4.0,65.0,39999.89,4.075856,192.4567,721.7486176,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
30,2.0,20.0,37555.8,13.21554,220.1149,2181.086069,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
31,0.0,57.0,66922.3,7.065506244,125.007314,790.9469893,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
32,1.0,60.0,44988.59,42.22682,139.9512,4113.33849,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
33,2.0,24.0,13622.77,2.506101194,255.155493,1084.371719,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
34,1.0,86.0,33294.8,67.97118,134.9801,5725.974592,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
35,2.0,48.0,42469.81,8.134438503,160.00128,958.6989908,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
36,4.0,25.0,17781.91,63.47229,137.4698,5973.523544,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
37,0.0,65.0,65242.66,57.63584,152.4798,5025.121526,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
38,2.0,34.0,32331.8,2.246214,182.4608,632.4760401,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
39,4.0,30.0,50577.25,50.09295,137.4836,4941.678785,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
40,0.0,66.0,87682.33,63.20353,139.9512,5699.383058,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
41,6.0,74.0,67521.69,24.0737635,169.937833,2410.11164,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
42,1.0,23.0,13419.4,70.54929,232.624,6842.591894,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
43,3.0,61.0,60320.53,55.00463,149.9598,4876.001451,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
44,2.0,54.0,45577.26,8.205103396,229.993134,1288.925148,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
45,7.0,80.0,28826.4,51.42362,104.9629,4522.06926,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
46,0.0,84.0,20544.61,47.42715,144.9607,3842.137812,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
47,0.0,54.0,23918.86,2.941261,152.466,498.8080579,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
48,8.0,39.0,57201.39,68.98508,159.9512,6176.702519,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
49,0.0,34.0,5479.97,66.60855,235.1555,6655.926837,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
50,2.0,41.0,37875.94,69.39129,114.9658,5932.111783,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
51,1.0,27.0,4498.71,63.3194,164.9715,6050.815837,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
52,1.0,56.0,71340.92,1.625652,197.6288,691.1647876,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
53,3.0,51.0,34722.76,7.521160625,182.460772,1039.74162,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
54,1.0,82.0,40528.85,15.77942,202.4433,1540.003272,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
55,8.0,31.0,12265.71,22.48816,169.9741,2470.214952,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56,1.0,74.0,16197.52,4.439464,197.4876,729.7825005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
57,1.0,19.0,36206.69,66.49811,124.9781,5661.862374,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
58,3.0,72.0,18955.08,3.695049,129.9621,1060.077964,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
59,1.0,76.0,28125.61,16.15139,197.4945,1696.96925,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
60,1.0,32.0,24499.96,1.276890621,139.965008,848.3285479,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
61,0.0,18.0,104539.2,13.90887,104.9781,1738.801627,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
62,4.0,50.0,70152.92,63.27315,200.1323,6259.103852,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
63,3.0,63.0,18895.42,7.138985437,127.488728,875.0932458,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
64,0.0,21.0,26162.53,48.07729,129.995,4315.294634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
65,2.0,38.0,86111.94,55.97115,160.0122,4934.232191,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
66,3.0,54.0,43618.17,7.72199,252.6378,1282.858382,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
67,3.0,35.0,33350.91,52.53836,220.1149,5431.77178,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,0.0,58.0,32708.23,54.60031,182.4538,4762.326261,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
69,2.0,66.0,17315.37,69.53494,169.9378,6038.193062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,0.0,19.0,14090.14,1.689999,192.4567,553.9352596,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
71,3.0,64.0,2855.7,65.46719,182.4433,6145.391472,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
72,3.0,19.0,27690.11,21.61213506,232.62403,2954.525101,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
73,3.0,51.0,68142.47,65.22868,117.4686,6094.328303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
74,2.0,29.0,9514.35,4.882004458,127.474951,772.3133729,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
75,0.0,33.0,49396.09,9.740709475,190.173699,1514.131966,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
76,1.0,40.0,45572.07,46.37208,240.1149,4435.063306,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
77,0.0,25.0,35193.4,67.53496,222.6143,6580.30162,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
78,1.0,62.0,13891.84,42.12085,157.4698,3514.589222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
79,4.0,49.0,64697.57,8.327722,124.9935,880.6292606,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
80,2.0,28.0,15824.51,43.92326,169.9671,4136.166396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
81,1.0,34.0,109373.69,4.526667855,187.49737,1259.528321,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
82,1.0,57.0,17516.0,9.004964377,127.473844,1333.894229,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
83,4.0,78.0,38792.69,57.76017,162.447,5431.15051,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
84,1.0,29.0,21897.41,1.171557288,182.467607,544.12326,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
85,4.0,67.0,83791.29,49.78137,169.9741,4465.392448,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
86,4.0,59.0,25519.91,23.00764441,240.114868,2464.577489,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
87,1.0,40.0,56961.06,4.14274,220.1615,1012.974384,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
88,10.0,88.0,1469.25,39.27244,172.4567,4046.188443,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
89,4.0,64.0,71721.17,14.23594392,169.944668,1507.046722,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
90,2.0,39.0,10269.12,67.99211,129.9778,6251.354682,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
91,0.0,72.0,38268.0,57.53786,114.9658,4879.946762,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
92,3.0,25.0,107174.6,6.140643,137.4686,924.5326675,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
93,0.0,85.0,1563.64,60.37982,215.1591,5910.719593,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
94,0.0,30.0,4631.67,13.31462,232.624,2099.171991,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
95,7.0,75.0,57343.6,17.35804942,172.457857,1973.393367,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
96,0.0,36.0,46437.64,62.96706,159.9512,5447.157334,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
97,4.0,21.0,32720.43,22.04436191,202.649979,3098.243332,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
98,3.0,60.0,15137.08,10.45425,179.9476,1143.379552,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
99,4.0,38.0,62731.56,40.41527,230.1051,4067.92605,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
100,1.0,40.0,50465.23,37.04125,149.9447,3822.54562,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
101,1.0,75.0,11711.93,11.81544,140.0049,1077.205282,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
102,1.0,40.0,23375.97,71.09348,129.9483,6545.083981,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
103,4.0,43.0,35706.95,10.08697,139.9512,1627.959422,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
104,1.0,30.0,74373.82,4.225661,192.4885,693.5913883,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
105,3.0,49.0,46876.55,53.24081,142.4713,5152.428776,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
106,3.0,76.0,38126.77,71.94498,197.484,6879.458804,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
107,0.0,88.0,6015.6,46.55404,220.1185,4194.186085,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
108,2.0,48.0,163086.24,5.981775914,140.00128,1281.923094,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
109,2.0,89.0,40648.31,66.36071,187.5139,5893.164803,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
110,0.0,66.0,30663.14,4.656535,255.1372,1012.460755,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
111,2.0,56.0,61316.31,56.20194,149.9621,4923.50439,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
112,0.0,73.0,33016.71,51.4203,159.983,4399.187338,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
113,1.0,36.0,41344.45,58.22037,172.4441,5136.846144,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
114,4.0,61.0,41312.43,63.37746,127.4586,5565.471399,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
115,7.0,46.0,23707.75,70.85122,129.9778,6616.596671,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
116,1.0,83.0,2842.64,47.81985,184.967,4262.753521,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
117,1.0,35.0,16440.05,12.39088509,242.610632,2088.48083,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
118,4.0,58.0,22663.39,65.36022,142.4713,6146.743893,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
119,9.0,31.0,25692.2,10.52104,220.1149,2186.78593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
120,1.0,44.0,36514.93,1.90586,127.4958,362.550034,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
121,1.0,66.0,85921.6,64.57182,235.1591,5933.787702,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
122,1.0,33.0,9120.65,3.588245,124.9935,452.390983,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
123,7.0,36.0,5609.56,62.25247,182.4608,5696.625474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
124,0.0,41.0,60646.06,4.892174,152.4798,829.160544,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
125,2.0,28.0,70312.37,70.22928,197.484,6865.467972,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
126,0.0,51.0,44034.11,2.830635,240.1149,753.4677251,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
127,2.0,42.0,77398.45,58.91402,152.5022,5324.687949,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
128,0.0,29.0,68487.6,9.84106,212.6557,1501.582551,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
129,0.0,89.0,30077.16,43.93121,134.9801,3633.284673,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
130,3.0,23.0,45647.43,37.50261,137.5165,3406.934201,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
131,2.0,46.0,6047.31,64.99061,204.961,5878.566682,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
132,2.0,27.0,49672.91,2.138986,129.9598,1038.488008,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
133,2.0,19.0,56844.86,15.37783,172.4848,1819.640333,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
134,3.0,87.0,25057.85,2.543632,245.1283,1286.962111,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
135,0.0,41.0,77706.42,23.38469,265.147,2559.878176,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
136,0.0,71.0,94733.63,45.55911,137.4698,4149.514153,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
137,4.0,65.0,9019.07,70.62749,212.6415,6863.899773,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
138,2.0,74.0,23288.67,46.55186,137.4872,3964.578207,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
139,0.0,49.0,32424.01,49.4719,182.49,4545.534432,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
140,7.0,39.0,23042.88,5.062073,124.9643,666.238562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
141,2.0,24.0,22328.75,57.65949,177.4945,5759.875218,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
142,2.0,27.0,17038.61,16.22394,197.6288,2060.236225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
143,1.0,53.0,26921.3,55.15311,222.6326,5553.582983,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
144,2.0,52.0,99168.2,9.613541,150.007,1083.774656,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
145,0.0,52.0,59958.03,5.793869,172.4624,853.7834038,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
146,1.0,86.0,9204.72,21.47001,127.4738,2342.458997,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
147,4.0,18.0,51899.15,58.05485,124.9643,4984.849588,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
148,2.0,46.0,25861.04,69.72684,124.9781,5950.964541,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
149,2.0,36.0,11450.5,52.5986,149.9447,5141.180261,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
150,0.0,85.0,93561.74,9.808669685,182.446995,942.5247889,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
151,2.0,61.0,23672.57,53.77634,124.9781,4594.835502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
152,0.0,33.0,31065.17,10.25635754,174.961766,1261.032763,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
153,1.0,82.0,87407.6,68.97874,192.4705,5890.196741,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
154,4.0,34.0,37773.19,8.951793883,104.964303,1404.773397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
155,0.0,77.0,20312.0,52.69236,112.4551,4224.557626,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
156,1.0,68.0,54639.21,3.112447,160.0122,560.0748491,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
157,2.0,55.0,79125.31,10.07469,147.4564,1527.978319,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
158,2.0,55.0,15629.36,68.16171,139.9568,5943.852289,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
159,0.0,59.0,28937.58,7.035161,207.6386,1071.748463,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
160,1.0,61.0,38613.68,58.77685,194.9768,5210.637512,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
161,2.0,62.0,33860.71,4.066925,129.9926,590.2497674,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
162,1.0,22.0,8977.52,70.63238,147.4421,6061.485299,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
163,1.0,32.0,85844.61,60.07014,195.0062,5338.013529,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
164,2.0,57.0,42090.01,63.4041,114.9658,5389.076144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
165,7.0,81.0,39539.32,60.08453,172.4579,5454.636911,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
166,2.0,45.0,21089.21,40.12358,202.65,4439.358981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
167,1.0,87.0,98072.18,62.20987,162.4676,5815.857846,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
168,0.0,58.0,18081.89,61.35337,130.0244,5255.178769,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,3.0,86.0,33894.23,59.11937,220.1185,5322.673552,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
170,3.0,29.0,48607.71,53.18909,220.1478,5095.592017,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
171,3.0,18.0,8894.87,2.546083,124.9607,886.9184762,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
172,1.0,52.0,8257.65,10.86199,155.0084,1364.293464,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
173,2.0,19.0,24897.26,4.955415304,232.641455,1111.571623,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
174,7.0,76.0,81311.64,59.27489,152.4798,5385.903276,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
175,6.0,35.0,3050.98,13.63916478,162.452604,1712.040252,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
176,0.0,64.0,83912.29,60.48793,197.4876,5406.560212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
177,2.0,31.0,57226.99,10.55912,127.482,1064.163449,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
178,0.0,53.0,79993.43,23.12150846,147.503078,2131.359827,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
179,2.0,34.0,65540.61,15.70393958,220.118516,1857.957041,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
180,0.0,68.0,122263.81,7.825845378,162.471255,863.0820861,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
181,1.0,35.0,18575.29,10.55177,152.5022,1436.441637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
182,0.0,89.0,29462.18,70.33634,185.0077,6116.893966,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
183,0.0,50.0,7826.14,2.586551,197.6288,719.7255006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
184,1.0,32.0,91022.36,10.91353,159.983,1163.07255,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
